,Unnamed: 0,Date,Tournament,Team,OpponentTeam,W/L,Blue,Red,Side,Length,Champion,Vs,K,D,A,KDA,CS,Gold(thousand),Dmg,CSD,SpellD,SpellF,Items,Item1,Item2,Item3,Item4,Item5,Item6
247,22,2021-01-15,LCK 2021 Spring,T1,DWG KIA,Win,DWG KIA,T1,Red,31:27,Azir,Yone,2,2,8,5.0,253,12.2,13.9,-59,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', 'Blasting Wand', 'Void Staff', ""Liandry's Anguish"", ""Sorcerer's Shoes"", 'Stealth Ward']",Zhonya's Hourglass,Control Ward,Blasting Wand,Void Staff,Liandry's Anguish,Sorcerer's Shoes
248,0,2020-09-09,LCK 2020 Regional Finals,T1,Gen.G,Loss,Gen.G,T1,Red,28:39,Orianna,Ekko,1,1,5,6.0,253,10.3,13.9,-1,Teleport,Flash,"[""Seraph's Embrace"", 'Control Ward', ""Rabadon's Deathcap"", 'EmptyIcon', ""Mercury's Treads"", 'Amplifying Tome', 'Farsight Alteration']",Seraph's Embrace,Control Ward,Rabadon's Deathcap,EmptyIcon,Mercury's Treads,Amplifying Tome
249,1,2020-09-09,LCK 2020 Regional Finals,T1,Gen.G,Loss,T1,Gen.G,Blue,31:43,Sylas,Sett,4,2,7,5.5,255,12.1,18.7,25,Teleport,Flash,"['Hextech GLP-800', ""Zhonya's Hourglass"", 'Control Ward', ""Doran's Ring"", ""Mercury's Treads"", ""Liandry's Torment"", 'Farsight Alteration']",Hextech GLP-800,Zhonya's Hourglass,Control Ward,Doran's Ring,Mercury's Treads,Liandry's Torment
250,2,2020-09-09,LCK 2020 Regional Finals,T1,Gen.G,Loss,Gen.G,T1,Red,33:19,Ekko,Azir,4,4,4,2.0,282,14.1,13.0,-43,Teleport,Flash,"['Hextech Protobelt-01', ""Rabadon's Deathcap"", 'Void Staff', 'Dark Seal', ""Sorcerer's Shoes"", 'Lich Bane', 'Oracle Lens']",Hextech Protobelt-01,Rabadon's Deathcap,Void Staff,Dark Seal,Sorcerer's Shoes,Lich Bane
251,3,2020-09-08,LCK 2020 Regional Finals,T1,Afreeca Freecs,Win,Afreeca Freecs,T1,Red,28:00,Sylas,Ornn,1,1,9,10.0,225,10.0,12.8,0,Teleport,Flash,"['Hextech GLP-800', ""Zhonya's Hourglass"", 'Blasting Wand', ""Doran's Ring"", 'Amplifying Tome', ""Mercury's Treads"", 'Warding Totem']",Hextech GLP-800,Zhonya's Hourglass,Blasting Wand,Doran's Ring,Amplifying Tome,Mercury's Treads
252,4,2020-09-08,LCK 2020 Regional Finals,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,30:14,Zoe,Orianna,4,1,15,19.0,255,12.4,14.2,-33,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Dark Seal', ""Luden's Echo"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Needlessly Large Rod,Sorcerer's Shoes,Dark Seal,Luden's Echo
253,5,2020-09-08,LCK 2020 Regional Finals,T1,Afreeca Freecs,Loss,Afreeca Freecs,T1,Red,48:50,Zoe,Syndra,4,2,5,4.5,394,18.6,35.6,2,Teleport,Flash,"['Morellonomicon', 'Void Staff', 'Broken Stopwatch', ""Rabadon's Deathcap"", ""Sorcerer's Shoes"", ""Luden's Echo"", 'Farsight Alteration']",Morellonomicon,Void Staff,Broken Stopwatch,Rabadon's Deathcap,Sorcerer's Shoes,Luden's Echo
254,6,2020-09-08,LCK 2020 Regional Finals,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,30:11,Galio,Ornn,6,1,8,14.0,252,12.5,21.0,43,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Blasting Wand', ""Doran's Ring"", ""Sorcerer's Shoes"", 'Oblivion Orb', 'Farsight Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Blasting Wand,Doran's Ring,Sorcerer's Shoes,Oblivion Orb
255,0,2020-08-26,LCK 2020 Summer Playoffs,T1,Afreeca Freecs,Loss,T1,Afreeca Freecs,Blue,35:31,Sett,Zoe,0,4,2,0.5,294,11.3,8.5,4,Ghost,Flash,"[""Warmog's Armor"", 'EmptyIcon', ""Dead Man's Plate"", 'Sunfire Cape', ""Mercury's Treads"", 'Null-Magic Mantle', 'Oracle Lens']",Warmog's Armor,EmptyIcon,Dead Man's Plate,Sunfire Cape,Mercury's Treads,Null-Magic Mantle
256,1,2020-08-26,LCK 2020 Summer Playoffs,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,25:32,Twisted Fate,Aurelion Sol,2,0,11,13.0,256,13.4,10.2,36,Teleport,Flash,"[""Zhonya's Hourglass"", 'Control Ward', 'Lich Bane', 'Rod of Ages', ""Mercury's Treads"", ""Mejai's Soulstealer"", 'Farsight Alteration']",Zhonya's Hourglass,Control Ward,Lich Bane,Rod of Ages,Mercury's Treads,Mejai's Soulstealer
257,0,2020-08-23,LCK 2020 Summer,T1,DRX,Loss,DRX,T1,Red,38:08,Galio,Twisted Fate,0,4,4,1.0,326,12.8,13.6,-105,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Stopwatch', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Blasting Wand', 'Farsight Alteration']",Hextech Protobelt-01,Zhonya's Hourglass,Stopwatch,Mercury's Treads,Rabadon's Deathcap,Blasting Wand
258,1,2020-07-25,LCK 2020 Summer,T1,Hanwha Life Esports,Win,Hanwha Life Esports,T1,Red,26:27,Sett,Sylas,2,2,6,4.0,230,11.1,12.9,52,Ghost,Flash,"['Control Ward', 'Trinity Force (0.9.25.21 - 10.22)', ""Mercury's Treads"", ""Doran's Blade"", ""Dead Man's Plate"", 'EmptyIcon', 'Warding Totem']",Control Ward,Trinity Force (0.9.25.21 - 10.22),Mercury's Treads,Doran's Blade,Dead Man's Plate,EmptyIcon
259,2,2020-07-25,LCK 2020 Summer,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,25:23,Zoe,Karma,2,2,3,2.5,223,10.1,8.9,42,Teleport,Flash,"['Broken Stopwatch', 'Fiendish Codex', 'Morellonomicon', 'Dark Seal', ""Luden's Echo"", ""Sorcerer's Shoes"", 'Farsight Alteration']",Broken Stopwatch,Fiendish Codex,Morellonomicon,Dark Seal,Luden's Echo,Sorcerer's Shoes
260,3,2020-07-25,LCK 2020 Summer,T1,Hanwha Life Esports,Loss,Hanwha Life Esports,T1,Red,30:01,Zoe,Galio,0,2,2,1.0,241,10.5,16.8,10,Teleport,Flash,"['Amplifying Tome', 'Broken Stopwatch', 'Morellonomicon', 'Blasting Wand', ""Sorcerer's Shoes"", ""Luden's Echo"", 'Farsight Alteration']",Amplifying Tome,Broken Stopwatch,Morellonomicon,Blasting Wand,Sorcerer's Shoes,Luden's Echo
261,4,2020-07-18,LCK 2020 Summer,T1,Gen.G,Loss,Gen.G,T1,Red,30:38,Neeko,Zoe,1,3,6,2.33,241,10.0,,-6,Teleport,Flash,"['Hextech GLP-800', ""Zhonya's Hourglass"", 'Aether Wisp', ""Mercury's Treads"", 'Dark Seal', 'Fiendish Codex', 'Farsight Alteration']",Hextech GLP-800,Zhonya's Hourglass,Aether Wisp,Mercury's Treads,Dark Seal,Fiendish Codex
262,5,2020-07-18,LCK 2020 Summer,T1,Gen.G,Loss,T1,Gen.G,Blue,35:59,Akali,Orianna,2,3,2,1.33,305,12.7,,-37,Teleport,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", 'Control Ward', ""Sorcerer's Shoes"", 'Needlessly Large Rod', 'Morellonomicon', 'Warding Totem']",Hextech Gunblade,Zhonya's Hourglass,Control Ward,Sorcerer's Shoes,Needlessly Large Rod,Morellonomicon
263,6,2020-07-16,LCK 2020 Summer,T1,KT Rolster,Win,T1,KT Rolster,Blue,46:51,LeBlanc,Sylas,5,1,5,10.0,354,18.3,,7,Ignite,Flash,"['Fiendish Codex', ""Sorcerer's Shoes"", 'Morellonomicon', ""Luden's Echo"", ""Rabadon's Deathcap"", 'Void Staff', 'Oracle Lens']",Fiendish Codex,Sorcerer's Shoes,Morellonomicon,Luden's Echo,Rabadon's Deathcap,Void Staff
264,7,2020-07-16,LCK 2020 Summer,T1,KT Rolster,Win,KT Rolster,T1,Red,27:07,Zoe,LeBlanc,3,1,5,8.0,246,10.6,,-17,Teleport,Flash,"['Needlessly Large Rod', 'Broken Stopwatch', 'Void Staff', ""Luden's Echo"", 'Dark Seal', ""Mercury's Treads"", 'Farsight Alteration']",Needlessly Large Rod,Broken Stopwatch,Void Staff,Luden's Echo,Dark Seal,Mercury's Treads
265,8,2020-07-12,LCK 2020 Summer,T1,Team Dynamics,Loss,T1,Team Dynamics,Blue,49:41,Lulu,Galio,0,2,10,5.0,357,16.1,,-78,Teleport,Flash,"['Lost Chapter', ""Rabadon's Deathcap"", 'Ardent Censer', 'Lich Bane', ""Athene's Unholy Grail"", ""Mercury's Treads"", 'Farsight Alteration']",Lost Chapter,Rabadon's Deathcap,Ardent Censer,Lich Bane,Athene's Unholy Grail,Mercury's Treads
266,9,2020-07-12,LCK 2020 Summer,T1,Team Dynamics,Loss,Team Dynamics,T1,Red,28:35,Orianna,Zoe,0,1,1,1.0,252,9.8,,21,Cleanse,Flash,"['Hextech GLP-800', 'Spellbinder', 'Control Ward', ""Sorcerer's Shoes"", ""Doran's Ring"", 'Oblivion Orb', 'Farsight Alteration']",Hextech GLP-800,Spellbinder,Control Ward,Sorcerer's Shoes,Doran's Ring,Oblivion Orb
267,10,2020-07-12,LCK 2020 Summer,T1,Team Dynamics,Win,T1,Team Dynamics,Blue,34:27,Corki,Azir,8,2,6,7.0,325,16.5,,-11,Teleport,Flash,"['Infinity Edge', 'Vampiric Scepter', ""Sorcerer's Shoes"", 'Trinity Force (0.9.25.21 - 10.22)', 'Rapid Firecannon', 'Muramana', 'Farsight Alteration']",Infinity Edge,Vampiric Scepter,Sorcerer's Shoes,Trinity Force (0.9.25.21 - 10.22),Rapid Firecannon,Muramana
268,11,2020-07-09,LCK 2020 Summer,T1,SeolHaeOne Prince,Win,SeolHaeOne Prince,T1,Red,27:56,Lissandra,LeBlanc,2,2,7,4.5,245,12.1,,33,Teleport,Flash,"['Hextech Protobelt-01', 'Stopwatch', 'Morellonomicon', ""Sorcerer's Shoes"", 'Dark Seal', ""Luden's Echo"", 'Farsight Alteration']",Hextech Protobelt-01,Stopwatch,Morellonomicon,Sorcerer's Shoes,Dark Seal,Luden's Echo
269,12,2020-07-09,LCK 2020 Summer,T1,SeolHaeOne Prince,Win,T1,SeolHaeOne Prince,Blue,32:07,Azir,Ekko,5,1,5,10.0,341,15.0,,23,Teleport,Flash,"['Control Ward', 'Morellonomicon', ""Nashor's Tooth"", ""Mercury's Treads"", 'Lost Chapter', ""Rabadon's Deathcap"", 'Farsight Alteration']",Control Ward,Morellonomicon,Nashor's Tooth,Mercury's Treads,Lost Chapter,Rabadon's Deathcap
270,13,2020-07-03,LCK 2020 Summer,T1,Gen.G,Win,T1,Gen.G,Blue,24:35,Twisted Fate,Azir,6,0,9,15.0,225,12.1,,-3,Teleport,Flash,"[""Zhonya's Hourglass"", 'Corrupting Potion', 'Sheen', ""Mejai's Soulstealer"", ""Mercury's Treads"", 'Rod of Ages', 'Farsight Alteration']",Zhonya's Hourglass,Corrupting Potion,Sheen,Mejai's Soulstealer,Mercury's Treads,Rod of Ages
271,14,2020-07-03,LCK 2020 Summer,T1,Gen.G,Win,Gen.G,T1,Red,38:39,Azir,Ekko,1,0,4,5.0,420,17.0,,47,Teleport,Flash,"['Needlessly Large Rod', ""Banshee's Veil"", ""Liandry's Torment"", ""Mercury's Treads"", ""Nashor's Tooth"", 'Lost Chapter', 'Farsight Alteration']",Needlessly Large Rod,Banshee's Veil,Liandry's Torment,Mercury's Treads,Nashor's Tooth,Lost Chapter
272,15,2020-07-01,LCK 2020 Summer,T1,DAMWON Gaming,Loss,DAMWON Gaming,T1,Red,49:12,LeBlanc,Syndra,2,3,1,1.0,423,18.8,,11,Teleport,Flash,"['Oblivion Orb', 'Void Staff', ""Mercury's Treads"", ""Luden's Echo"", ""Banshee's Veil"", ""Rabadon's Deathcap"", 'Oracle Lens']",Oblivion Orb,Void Staff,Mercury's Treads,Luden's Echo,Banshee's Veil,Rabadon's Deathcap
273,16,2020-07-01,LCK 2020 Summer,T1,DAMWON Gaming,Loss,T1,DAMWON Gaming,Blue,35:26,Neeko,Sylas,1,2,5,3.0,289,13.0,,-5,Teleport,Flash,"['Hextech GLP-800', 'Twin Shadows', ""Zhonya's Hourglass"", 'Needlessly Large Rod', ""Sorcerer's Shoes"", 'Needlessly Large Rod', 'Farsight Alteration']",Hextech GLP-800,Twin Shadows,Zhonya's Hourglass,Needlessly Large Rod,Sorcerer's Shoes,Needlessly Large Rod
274,17,2020-06-28,LCK 2020 Summer,T1,SANDBOX Gaming,Win,T1,SANDBOX Gaming,Blue,34:33,Azir,Irelia,6,2,4,5.0,341,16.1,,19,Exhaust,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Void Staff', ""Sorcerer's Shoes"", ""Nashor's Tooth"", 'Lost Chapter', 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Void Staff,Sorcerer's Shoes,Nashor's Tooth,Lost Chapter
275,18,2020-06-28,LCK 2020 Summer,T1,SANDBOX Gaming,Win,SANDBOX Gaming,T1,Red,32:25,Azir,Syndra,4,3,5,3.0,281,14.1,,32,Exhaust,Flash,"['Tear of the Goddess', ""Mercury's Treads"", ""Rabadon's Deathcap"", 'Lost Chapter', ""Banshee's Veil"", ""Nashor's Tooth"", 'Farsight Alteration']",Tear of the Goddess,Mercury's Treads,Rabadon's Deathcap,Lost Chapter,Banshee's Veil,Nashor's Tooth
276,19,2020-06-26,LCK 2020 Summer,T1,Afreeca Freecs,Win,Afreeca Freecs,T1,Red,31:43,Azir,Viktor,6,3,13,6.33,281,15.1,,38,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Morellonomicon', ""Nashor's Tooth"", 'Lost Chapter', ""Sorcerer's Shoes"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Morellonomicon,Nashor's Tooth,Lost Chapter,Sorcerer's Shoes
277,20,2020-06-26,LCK 2020 Summer,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,25:19,Twisted Fate,Galio,4,0,12,16.0,244,13.4,,39,Teleport,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Corrupting Potion', 'Rod of Ages', 'Lich Bane', ""Mercury's Treads"", 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Corrupting Potion,Rod of Ages,Lich Bane,Mercury's Treads
278,21,2020-06-26,LCK 2020 Summer,T1,Afreeca Freecs,Loss,Afreeca Freecs,T1,Red,33:45,Karma,Zoe,1,2,1,1.0,291,11.4,,16,Teleport,Flash,"['Needlessly Large Rod', 'Forbidden Idol', 'Needlessly Large Rod', ""Mercury's Treads"", ""Luden's Echo"", ""Athene's Unholy Grail"", 'Farsight Alteration']",Needlessly Large Rod,Forbidden Idol,Needlessly Large Rod,Mercury's Treads,Luden's Echo,Athene's Unholy Grail
279,22,2020-06-20,LCK 2020 Summer,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,32:38,Karma,Galio,1,1,9,10.0,286,12.8,,26,Teleport,Flash,"['EmptyIcon', ""Rabadon's Deathcrown"", ""Athene's Unholy Grail"", 'Ardent Censer', ""Mercury's Treads"", 'Haunting Guise', 'Farsight Alteration']",EmptyIcon,Rabadon's Deathcrown,Athene's Unholy Grail,Ardent Censer,Mercury's Treads,Haunting Guise
280,23,2020-06-20,LCK 2020 Summer,T1,Hanwha Life Esports,Loss,Hanwha Life Esports,T1,Red,31:07,Karma,Azir,3,2,5,4.0,289,12.5,,2,Teleport,Flash,"['EmptyIcon', ""Sorcerer's Shoes"", ""Athene's Unholy Grail"", ""Luden's Echo"", ""Rabadon's Deathcap"", 'Aether Wisp', 'Farsight Alteration']",EmptyIcon,Sorcerer's Shoes,Athene's Unholy Grail,Luden's Echo,Rabadon's Deathcap,Aether Wisp
281,24,2020-06-20,LCK 2020 Summer,T1,Hanwha Life Esports,Win,T1,Hanwha Life Esports,Blue,33:38,Twisted Fate,Syndra,3,0,7,10.0,362,17.5,,52,Teleport,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Rapid Firecannon', 'Rod of Ages', ""Mercury's Treads"", 'Lich Bane', 'Farsight Alteration']",Zhonya's Hourglass,Rabadon's Deathcap,Rapid Firecannon,Rod of Ages,Mercury's Treads,Lich Bane
282,25,2020-06-17,LCK 2020 Summer,T1,DRX,Loss,DRX,T1,Red,33:06,Twisted Fate,Ziggs,2,1,3,5.0,307,13.7,,-86,Teleport,Flash,"[""Zhonya's Hourglass"", 'Lich Bane', 'Void Staff', 'Control Ward', 'Rod of Ages', 'Boots of Swiftness', 'Farsight Alteration']",Zhonya's Hourglass,Lich Bane,Void Staff,Control Ward,Rod of Ages,Boots of Swiftness
283,26,2020-06-17,LCK 2020 Summer,T1,DRX,Win,T1,DRX,Blue,38:42,Azir,Ekko,2,4,10,3.0,351,16.3,,-16,Teleport,Flash,"['Oblivion Orb', ""Banshee's Veil"", ""Sorcerer's Shoes"", ""Rabadon's Deathcap"", ""Nashor's Tooth"", 'Lost Chapter', 'Farsight Alteration']",Oblivion Orb,Banshee's Veil,Sorcerer's Shoes,Rabadon's Deathcap,Nashor's Tooth,Lost Chapter
284,27,2020-06-17,LCK 2020 Summer,T1,DRX,Loss,DRX,T1,Red,27:35,Orianna,Twisted Fate,2,2,2,2.0,266,10.4,,0,Teleport,Flash,"['Hextech GLP-800', 'Control Ward', 'Morellonomicon', 'Aether Wisp', 'Blasting Wand', ""Sorcerer's Shoes"", 'Farsight Alteration']",Hextech GLP-800,Control Ward,Morellonomicon,Aether Wisp,Blasting Wand,Sorcerer's Shoes
285,0,2020-05-28,Mid-Season Cup 2020,T1,Top Esports,Loss,T1,Top Esports,Blue,35:49,Azir,Ekko,3,4,2,1.25,331,14.1,,-17,Teleport,Flash,"[""Zhonya's Hourglass"", 'EmptyIcon', 'Void Staff', ""Nashor's Tooth"", ""Sorcerer's Shoes"", ""Luden's Echo"", 'Farsight Alteration']",Zhonya's Hourglass,EmptyIcon,Void Staff,Nashor's Tooth,Sorcerer's Shoes,Luden's Echo
286,1,2020-05-28,Mid-Season Cup 2020,T1,DAMWON Gaming,Loss,T1,DAMWON Gaming,Blue,47:15,Twisted Fate,Zoe,4,3,6,3.33,449,22.6,,32,Teleport,Flash,"[""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Void Staff', ""Mercury's Treads"", 'Lich Bane', 'Rod of Ages', 'Oracle Lens']",Zhonya's Hourglass,Rabadon's Deathcap,Void Staff,Mercury's Treads,Lich Bane,Rod of Ages
287,2,2020-05-28,Mid-Season Cup 2020,T1,FunPlus Phoenix,Win,FunPlus Phoenix,T1,Red,27:54,Corki,Karma,5,2,4,4.5,267,13.3,,42,Teleport,Flash,"['Vampiric Scepter', 'Trinity Force (0.9.25.21 - 10.22)', ""Sorcerer's Shoes"", 'Muramana', 'Rapid Firecannon', 'Hexdrinker', 'Farsight Alteration']",Vampiric Scepter,Trinity Force (0.9.25.21 - 10.22),Sorcerer's Shoes,Muramana,Rapid Firecannon,Hexdrinker
288,0,2020-04-25,LCK 2020 Spring Playoffs,T1,Gen.G,Win,Gen.G,T1,Red,29:36,Azir,Zilean,3,1,9,12.0,242,12.5,,6,Teleport,Flash,"['Refillable Potion', 'Blasting Wand', ""Luden's Pulse"", 'Morellonomicon', ""Nashor's Tooth"", ""Sorcerer's Shoes"", 'Farsight Alteration']",Refillable Potion,Blasting Wand,Luden's Pulse,Morellonomicon,Nashor's Tooth,Sorcerer's Shoes
289,1,2020-04-25,LCK 2020 Spring Playoffs,T1,Gen.G,Win,T1,Gen.G,Blue,30:16,Corki,Zilean,4,0,5,9.0,340,15.5,,80,Teleport,Flash,"['Control Ward', 'Infinity Edge', 'Trinity Force (0.9.25.21 - 10.22)', 'Rapid Firecannon', 'Muramana', ""Sorcerer's Shoes"", 'Farsight Alteration']",Control Ward,Infinity Edge,Trinity Force (0.9.25.21 - 10.22),Rapid Firecannon,Muramana,Sorcerer's Shoes
290,2,2020-04-25,LCK 2020 Spring Playoffs,T1,Gen.G,Win,T1,Gen.G,Blue,45:27,Corki,Azir,2,0,5,7.0,452,19.7,,25,Teleport,Flash,"['Bloodthirster', 'Muramana', 'Infinity Edge', 'Rapid Firecannon', ""Sorcerer's Shoes"", 'Trinity Force (0.9.25.21 - 10.22)', 'Farsight Alteration']",Bloodthirster,Muramana,Infinity Edge,Rapid Firecannon,Sorcerer's Shoes,Trinity Force (0.9.25.21 - 10.22)
291,3,2020-04-22,LCK 2020 Spring Playoffs,T1,DragonX,Win,DragonX,T1,Red,29:18,Corki,LeBlanc,4,1,7,11.0,262,13.0,,5,Teleport,Flash,"['EmptyIcon', 'Trinity Fusion', 'Rapid Firecannon', 'Muramana', 'Hexdrinker', ""Sorcerer's Shoes"", 'Farsight Alteration']",EmptyIcon,Trinity Fusion,Rapid Firecannon,Muramana,Hexdrinker,Sorcerer's Shoes
292,4,2020-04-22,LCK 2020 Spring Playoffs,T1,DragonX,Loss,T1,DragonX,Blue,35:12,Rumble,Aatrox,1,1,2,3.0,361,13.7,,2,Heal,Flash,"[""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Morellonomicon', ""Sorcerer's Shoes"", ""Doran's Shield"", 'Void Staff', 'Farsight Alteration']",Zhonya's Hourglass,Needlessly Large Rod,Morellonomicon,Sorcerer's Shoes,Doran's Shield,Void Staff
293,5,2020-04-22,LCK 2020 Spring Playoffs,T1,DragonX,Win,DragonX,T1,Red,30:34,Corki,Kalista,5,1,7,12.0,318,14.9,,24,Exhaust,Flash,"['B. F. Sword', ""Sorcerer's Shoes"", 'Muramana', 'Cloak of Agility', 'Trinity Force (0.9.25.21 - 10.22)', 'Rapid Firecannon', 'Farsight Alteration']",B. F. Sword,Sorcerer's Shoes,Muramana,Cloak of Agility,Trinity Force (0.9.25.21 - 10.22),Rapid Firecannon
294,6,2020-04-22,LCK 2020 Spring Playoffs,T1,DragonX,Win,T1,DragonX,Blue,34:58,Akali,Gangplank,5,3,6,3.67,308,15.5,,-49,Teleport,Flash,"['Hextech Gunblade', ""Zhonya's Paradox"", 'Void Staff', ""Sorcerer's Shoes"", 'Blasting Wand', 'Oblivion Orb', 'Farsight Alteration']",Hextech Gunblade,Zhonya's Paradox,Void Staff,Sorcerer's Shoes,Blasting Wand,Oblivion Orb
295,0,2020-04-15,LCK 2020 Spring,T1,Afreeca Freecs,Win,Afreeca Freecs,T1,Red,34:36,Azir,Rumble,5,1,5,10.0,316,15.1,,99,Exhaust,Flash,"[""Zhonya's Hourglass"", 'Fiendish Codex', 'Needlessly Large Rod', ""Luden's Echo"", ""Sorcerer's Shoes"", ""Nashor's Tooth"", 'Farsight Alteration']",Zhonya's Hourglass,Fiendish Codex,Needlessly Large Rod,Luden's Echo,Sorcerer's Shoes,Nashor's Tooth
296,1,2020-04-15,LCK 2020 Spring,T1,Afreeca Freecs,Win,T1,Afreeca Freecs,Blue,28:13,Akali,Syndra,5,0,1,6.0,287,12.9,,-16,Teleport,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", 'Control Ward', 'Morellonomicon', 'EmptyIcon', ""Sorcerer's Shoes"", 'Farsight Alteration']",Hextech Gunblade,Zhonya's Hourglass,Control Ward,Morellonomicon,EmptyIcon,Sorcerer's Shoes
297,2,2020-04-10,LCK 2020 Spring,T1,KT Rolster,Loss,KT Rolster,T1,Red,37:26,Kassadin,Azir,3,3,6,3.0,361,15.6,,61,Teleport,Flash,"[""Seraph's Embrace"", ""Zhonya's Hourglass"", 'Blasting Wand', 'Rod of Ages', 'Lich Bane', ""Mercury's Treads"", 'Farsight Alteration']",Seraph's Embrace,Zhonya's Hourglass,Blasting Wand,Rod of Ages,Lich Bane,Mercury's Treads
298,3,2020-04-10,LCK 2020 Spring,T1,KT Rolster,Loss,T1,KT Rolster,Blue,35:48,LeBlanc,Azir,0,0,2,2.0,311,12.1,,-62,Teleport,Flash,"['Needlessly Large Rod', 'Void Staff', ""Sorcerer's Shoes"", 'Needlessly Large Rod', ""Luden's Echo"", 'Fiendish Codex', 'Warding Totem']",Needlessly Large Rod,Void Staff,Sorcerer's Shoes,Needlessly Large Rod,Luden's Echo,Fiendish Codex
299,4,2020-04-09,LCK 2020 Spring,T1,SANDBOX Gaming,Win,T1,SANDBOX Gaming,Blue,31:38,Diana,Zoe,3,1,6,9.0,276,12.7,,30,Teleport,Flash,"['Hextech Protobelt-01', ""Zhonya's Hourglass"", 'Needlessly Large Rod', 'Needlessly Large Rod', 'Dark Seal', ""Mercury's Treads"", 'Warding Totem']",Hextech Protobelt-01,Zhonya's Hourglass,Needlessly Large Rod,Needlessly Large Rod,Dark Seal,Mercury's Treads
300,5,2020-04-09,LCK 2020 Spring,T1,SANDBOX Gaming,Win,SANDBOX Gaming,T1,Red,31:37,Azir,Zoe,3,0,6,9.0,306,14.2,,18,Teleport,Flash,"[""Zhonya's Hourglass"", 'EmptyIcon', 'Lost Chapter', ""Sorcerer's Shoes"", 'Morellonomicon', ""Nashor's Tooth"", 'Farsight Alteration']",Zhonya's Hourglass,EmptyIcon,Lost Chapter,Sorcerer's Shoes,Morellonomicon,Nashor's Tooth
301,6,2020-04-05,LCK 2020 Spring,T1,DAMWON Gaming,Loss,T1,DAMWON Gaming,Blue,31:38,Azir,Corki,2,3,2,1.33,309,12.5,,-40,Exhaust,Flash,"['Control Ward', 'Void Staff', 'Lost Chapter', ""Nashor's Tooth"", ""Sorcerer's Shoes"", 'Morellonomicon', 'Farsight Alteration']",Control Ward,Void Staff,Lost Chapter,Nashor's Tooth,Sorcerer's Shoes,Morellonomicon
302,7,2020-04-05,LCK 2020 Spring,T1,DAMWON Gaming,Loss,DAMWON Gaming,T1,Red,25:44,Zoe,Azir,2,1,2,4.0,217,8.7,,-30,Heal,Flash,"['Corrupting Potion', 'Broken Stopwatch', ""Mejai's Soulstealer"", ""Luden's Echo"", ""Sorcerer's Shoes"", 'Oblivion Orb', 'Farsight Alteration']",Corrupting Potion,Broken Stopwatch,Mejai's Soulstealer,Luden's Echo,Sorcerer's Shoes,Oblivion Orb
303,8,2020-04-03,LCK 2020 Spring,T1,Griffin (Korean Team),Win,Griffin (Korean Team),T1,Red,30:18,Akali,Azir,8,1,2,10.0,300,15.1,,39,Teleport,Flash,"['Hextech Gunblade', ""Zhonya's Hourglass"", ""Rabadon's Deathcap"", 'Control Ward', ""Sorcerer's Shoes"", 'Morellonomicon', 'Farsight Alteration']",Hextech Gunblade,Zhonya's Hourglass,Rabadon's Deathcap,Control Ward,Sorcerer's Shoes,Morellonomicon
304,9,2020-04-03,LCK 2020 Spring,T1,Griffin (Korean Team),Win,T1,Griffin (Korean Team),Blue,31:08,Azir,LeBlanc,1,1,2,3.0,321,12.5,,57,Teleport,Flash,"[""Zhonya's Hourglass"", 'Corrupting Potion', ""Nashor's Tooth"", ""Mercury's Treads"", 'Morellonomicon', 'Dark Seal', 'Farsight Alteration']",Zhonya's Hourglass,Corrupting Potion,Nashor's Tooth,Mercury's Treads,Morellonomicon,Dark Seal
